question,rag_memory_diff,rag_elapsed_time,rag_estimated_cpu_usage,rag_psutil_cpu_usage,rag_response_size,rag_token_count,rag_gpu_memory_used_nvml,rag_gpu_utilization_nvml,rag_gpu_memory_used_smi,rag_gpu_utilization_smi,rag_gpu_utilization_torch_diff,no_context_memory_diff,no_context_elapsed_time,no_context_estimated_cpu_usage,no_context_psutil_cpu_usage,no_context_response_size,no_context_token_count,no_context_gpu_memory_used_nvml,no_context_gpu_utilization_nvml,no_context_gpu_memory_used_smi,no_context_gpu_utilization_smi,no_context_gpu_utilization_torch_diff
"""How to fix Parrot Flower Power if it keeps disconnecting?""",0.0,0.5600173473358154,1.7856589706665618,5.35,130,25,0.0,-3,0.0,-3.0,0.0,0.0,4.065202713012695,0.9839607720420647,5.95,2209,427,0.0,-21,0.0,-21.0,0.0
"""How to set temperature alerts with Parrot Flower Power?""",0.0,0.6927845478057861,1.4434502085335608,5.6,183,33,0.0,-5,0.0,-5.0,0.0,0.0,1.7665910720825195,1.1321239145864879,5.85,1028,172,0.0,-18,0.0,-18.0,0.0
"""How to use Parrot Flower Power with multiple devices?""",0.0,0.6626861095428467,1.5090100510616398,5.699999999999999,173,32,0.0,0,0.0,-25.0,0.0,0.0,1.8178791999816895,1.6502746717322638,5.9,997,179,0.0,-21,0.0,-21.0,0.0
"""How to change plant type on Parrot Flower Power?""",0.0,0.6489160060882568,1.5410314903884246,5.45,140,29,0.0,-24,0.0,-24.0,0.0,0.0,2.0481116771698,0.976509251078485,6.199999999999999,1107,210,0.0,-21,0.0,-21.0,0.0
"""How to reset Parrot Flower Power to factory settings?""",0.0,0.6607651710510254,0.0,5.2,160,30,0.0,-25,0.0,-25.0,0.0,0.0,2.42981219291687,0.41155444149724163,6.2,1218,251,0.0,-21,0.0,-21.0,0.0
"""How to clean Parrot Flower Power sensor?""",0.0,0.7198679447174072,1.3891436718878385,5.5,180,38,0.0,-21,0.0,-21.0,0.0,0.0,2.963758945465088,1.0122280709055764,6.15,1497,314,0.0,-9,0.0,-9.0,0.0
"""How to fix Parrot Flower Power if it keeps giving low battery alerts?""",0.0,0.6394038200378418,1.5639568746084558,5.55,128,25,0.0,-21,0.0,-21.0,0.0,0.0,4.033205270767212,0.9917670268348558,6.05,2284,432,0.0,-21,0.0,-21.0,0.0
"""How to share plant data with others using Parrot Flower Power?""",0.0,0.7054407596588135,1.4175534746307568,5.5,168,33,0.0,-27,0.0,-27.0,0.0,0.0,1.9468026161193848,1.027325514892854,6.4,1056,195,-0.0625,-19,0.0,-19.0,0.0
"""How to use Parrot Flower Power to monitor indoor plants?""",0.0,0.7864713668823242,2.543004213780681,5.5,188,38,0.0,0,0.0,0.0,0.0,0.0,5.3696112632751465,0.9311661039959843,6.1,2886,591,0.0,-1,0.0,-1.0,0.0
"""How to enable energy-saving mode on Parrot Flower Power?""",0.0,0.6884655952453613,0.0,5.699999999999999,158,29,0.0,-17,0.0,-17.0,0.0,0.0,1.4758532047271729,0.677574163064511,5.85,795,144,0.0,0,0.0,0.0,0.0
"""How to set up multiple plants with VegTrug Grow Care?""",0.0,0.7348525524139404,1.3608172098118987,5.4,149,32,0.0,-21,0.0,-21.0,0.0,0.0,2.2185778617858887,0.9014783904803958,6.2,1116,222,0.0,-8,0.0,-8.0,0.0
"""How to enable notifications for VegTrug Grow Care?""",0.0,0.7316391468048096,0.0,5.449999999999999,168,31,0.0,-16,0.0,-16.0,0.0,0.0,1.6929197311401367,0.5906954603958788,6.2,852,168,0.0,0,0.0,0.0,0.0
"""How to replace the battery in VegTrug Grow Care?""",0.0,0.798084020614624,1.2530009048783688,5.8,219,39,0.0,-22,0.0,-22.0,0.0,0.0,1.8664681911468506,1.0715425044395115,5.95,971,188,0.0,0,0.0,0.0,0.0
"""How to set fertilizer reminders with VegTrug Grow Care?""",0.0,0.5847618579864502,0.0,5.5,131,21,0.0,-21,0.0,-21.0,0.0,0.0,1.8241746425628662,1.0963862523568326,6.1,937,180,0.0,-21,0.0,-21.0,0.0
"""How to fix VegTrug Grow Care if it wont update firmware?""",0.0,0.6501591205596924,1.5380850139243392,5.8,154,30,0.0,-24,0.0,-24.0,0.0,0.0,3.1039187908172607,0.9665201321884639,5.95,1606,315,0.0,-22,0.0,-22.0,0.0
"""How to change plant type on VegTrug Grow Care?""",0.0,0.6581730842590332,1.5193571781054647,5.65,127,26,0.0,-10,0.0,-10.0,0.0,0.0,2.955636739730835,1.3533462844854678,5.95,1489,287,0.0,-6,0.0,-6.0,0.0
"""How to fix VegTrug Grow Care if it is overheating?""",0.0,0.6595935821533203,0.0,5.45,161,30,0.0,-21,0.0,-21.0,0.0,0.0,3.9941277503967285,0.7511026655818126,6.1,2068,426,0.0,-21,0.0,-21.0,0.0
"""How to set up Bosch Connected Devices?""",0.0,0.7113873958587646,2.811407696625359,5.85,189,39,0.0,-27,0.0,-27.0,0.0,0.0,2.0682992935180664,0.9669780414595066,6.0,982,219,0.0,-17,0.0,-17.0,0.0
"""How to enable data sharing for Bosch Connected Devices?""",0.0,0.6211681365966797,1.6098700836105244,5.7,161,30,0.0,-13,0.0,-13.0,0.0,0.0,2.014326572418213,0.4964438307531155,5.95,1157,210,0.0,-17,0.0,-17.0,0.0
"""How to fix Bosch Connected Devices if the app cannot detect it?""",0.0,0.6515614986419678,1.534774540980957,5.6,142,30,0.0,-18,0.0,-18.0,0.0,0.0,4.55232048034668,0.8786727598082386,6.0,2521,490,0.0,-18,0.0,-18.0,0.0
"""How to fix Texas Instruments SensorTag if it wont connect to Bluetooth?""",0.0,0.6429407596588135,0.0,5.6,172,32,0.0,-21,0.0,-21.0,0.0,0.0,4.6920249462127686,0.8525103864217551,6.0,2348,491,0.0,-21,0.0,-21.0,0.0
"""How to enable notifications for Texas Instruments SensorTag?""",0.0,0.7001409530639648,0.0,4.9,166,28,0.0,-21,0.0,-21.0,0.0,0.0,2.2056291103363037,1.3601561504326745,6.1,1150,209,0.0,-1,0.0,-1.0,0.0
"""How to use Texas Instruments SensorTag to monitor temperature?""",0.0,0.6719892024993896,1.4881191487596839,5.35,142,26,0.0,-3,0.0,-3.0,0.0,0.0,6.229456663131714,0.8026382187700305,5.95,3199,666,0.0,0,0.0,0.0,0.0
"""How to set up multiple SensorTags in the app?""",0.0,0.6262180805206299,1.5968877793622678,5.4,153,27,0.0,-21,0.0,-21.0,0.0,0.0,1.3675062656402588,0.7312580754654869,6.0,666,129,0.0,-21,0.0,-21.0,0.0
"""How to fix Texas Instruments SensorTag if the LED is not working?""",0.0,0.5965101718902588,1.6764173473118025,5.65,134,25,0.0,-3,0.0,-3.0,0.0,0.0,4.8765153884887695,0.8202578442476001,5.95,2583,525,0.0,-13,0.0,-13.0,0.0
"""How to fix Texas Instruments SensorTag if it is not measuring temperature correctly?""",0.0,0.6751291751861572,1.4811980236572577,5.550000000000001,172,32,0.0,-26,0.0,-26.0,0.0,0.0,5.779074192047119,0.8651904844695218,6.0,2955,606,0.0,-21,0.0,-21.0,0.0
"""How to enable cloud storage for Texas Instruments SensorTag data?""",0.0,0.6464207172393799,3.0939602439427545,5.8,160,29,0.0,-21,0.0,-21.0,0.0,0.0,4.325722932815552,0.9247009256319851,5.2,2140,468,0.0,-22,0.0,-22.0,0.0
"""How to set up temperature logging on Texas Instruments SensorTag?""",0.0,0.6082940101623535,1.6439418822029674,5.4,121,24,0.0,-14,0.0,-14.0,0.0,0.0,5.999260663986206,0.8334360315459789,6.0,3087,648,0.0,-18,0.0,-18.0,0.0
"""How to enable developer mode on Texas Instruments SensorTag?""",0.0,0.5878829956054688,3.402037505677086,5.6,131,21,0.0,-21,0.0,-21.0,0.0,0.0,3.5089492797851562,0.8549567864317928,5.95,1804,361,0.0,-21,0.0,-21.0,0.0
"""How to enable power saving mode on Honeywell Smart Sensors?""",0.0,0.596315860748291,1.6769636124456488,5.45,119,24,0.0,-11,0.0,-11.0,0.0,0.0,1.7576885223388672,0.5689290151752491,6.35,962,179,0.0,-10,0.0,-10.0,0.0
"""How to update the Honeywell Home app?""",0.0,0.6109070777893066,0.0,5.6,143,28,0.0,-21,0.0,-21.0,0.0,0.0,2.2540926933288574,0.8872749580878994,6.0,975,231,0.0,0,0.0,0.0,0.0
"""How to fix Honeywell Smart Sensors if they are not measuring temperature correctly?""",0.0,0.6931428909301758,1.442703969245248,5.699999999999999,165,32,0.0,0,0.0,0.0,0.0,0.0,5.633576154708862,1.0650428493784554,6.0,3133,622,0.0,0,0.0,-22.0,0.0
"""How to fix Honeywell Smart Sensors if they are not turning on?""",0.0,0.6810243129730225,0.0,5.699999999999999,170,31,0.0,0,0.0,-28.0,0.0,0.0,5.125844717025757,0.9754489798324949,5.9,2703,548,0.0,-21,0.0,-21.0,0.0
"""How to fix Honeywell Smart Sensors if the app cannot detect it?""",0.0,0.605238676071167,0.0,5.7,139,29,0.0,-7,0.0,-7.0,0.0,0.0,5.149616956710815,0.970946002787007,6.0,2644,544,0.0,-14,0.0,-14.0,0.0
"""How to set up custom alerts for Honeywell Smart Sensors?""",0.0,0.7028360366821289,0.0,5.4,167,32,0.0,-28,0.0,-28.0,0.0,0.0,5.419044017791748,0.9226719664168634,5.95,2805,599,0.0,-16,0.0,-16.0,0.0
"""How to disable power saving mode on Samsara Asset IoT?""",0.0,0.6466891765594482,1.546337925925011,5.25,128,26,0.0,-5,0.0,-5.0,0.0,0.0,2.2050082683563232,1.3605391159077056,5.949999999999999,1186,217,0.0,-1,0.0,-1.0,0.0
"""How to enable vacation mode for Samsara Asset IoT?""",0.0,0.6655054092407227,3.0052347768013017,5.65,159,32,0.0,-5,0.0,-5.0,0.0,0.0,1.5466609001159668,1.2931082694650284,5.95,784,153,0.0,0,0.0,0.0,0.0
"""How to export data from Samsara Asset IoT to CSV?""",0.0,0.5991146564483643,0.0,5.4,127,26,0.0,-20,0.0,-20.0,0.0,0.0,3.0301482677459717,0.6600337090059014,6.2,1625,321,0.0,0,0.0,-22.0,0.0
"""How to disable specific alerts on Samsara Asset IoT?""",0.0,0.6129758358001709,0.0,5.6,128,28,0.0,0,0.0,-27.0,0.0,0.0,2.110640525817871,0.9475796449152245,5.9,1199,220,0.0,0,0.0,0.0,0.0
"""How to link Samsara Asset IoT with other smart devices?""",0.0,0.6179230213165283,1.6183245574319605,5.4,147,26,0.0,-21,0.0,-21.0,0.0,0.0,4.088152885437012,0.9784369890497522,6.25,2443,456,0.0,-22,0.0,-22.0,0.0
"""How to update firmware on Teltonika TMT250?""",0.0,0.5945661067962646,1.6818987637681686,5.6,115,22,0.0,-10,0.0,-10.0,0.0,0.0,5.410886526107788,0.9240629933516247,6.15,2697,556,0.0,-5,0.0,-5.0,0.0
"""How to use Teltonika TMT250 to monitor location?""",0.0,0.7616229057312012,2.625971441969026,5.9,172,39,0.0,-9,0.0,-9.0,0.0,0.0,5.9979870319366455,1.0003356072717169,6.05,3052,652,0.1875,-21,0.0,-21.0,0.0
"""How to set up multiple Teltonika TMT250 devices in the app?""",0.0,0.6748175621032715,0.0,5.75,166,31,0.0,-28,0.0,-28.0,0.0,0.0,3.273919105529785,0.9163329646526182,5.9,1568,319,0.0,-21,0.0,-21.0,0.0
"""How to fix Teltonika TMT250 if it is not turning on?""",0.0,0.6609513759613037,0.0,5.7,170,31,0.0,-16,0.0,-16.0,0.0,0.0,4.5937418937683105,0.8707498358643722,5.85,2391,486,0.0,-5,0.0,-5.0,0.0
"""How to set movement alerts for Teltonika TMT250?""",0.0,0.6537826061248779,1.5295604236495735,5.4,164,30,0.0,-2,0.0,-2.0,0.0,0.0,4.860659837722778,0.8229335385617209,6.0,2549,527,0.0,-21,0.0,-21.0,0.0
"""How to set up custom alerts for Teltonika TMT250?""",0.0,0.6670432090759277,1.4991532578293039,5.6,167,34,0.0,-21,0.0,-21.0,0.0,0.0,3.2399158477783203,0.9259499755385423,6.2,1638,317,0.0,-18,0.0,-18.0,0.0
"""How to enable eco mode for Teltonika TMT250?""",0.0,0.6613829135894775,1.5119834205753215,5.65,150,28,0.0,-19,0.0,-19.0,0.0,0.0,2.164917469024658,1.3857341182388154,6.0,952,206,0.0,-14,0.0,-14.0,0.0
"""How to fix GE Predix-powered Industrial Equipment if it keeps disconnecting?""",0.0,0.5895750522613525,1.6961368975222528,5.6,148,26,0.0,-25,0.0,-25.0,0.0,0.0,3.406693935394287,1.174158898879923,5.9,1973,353,0.0,0,0.0,0.0,0.0
"""How to replace faulty sensors on GE Predix-powered Industrial Equipment?""",0.0,0.606773853302002,1.6480604669386982,5.6,142,24,0.0,-7,0.0,-7.0,0.0,0.0,2.769742965698242,1.0831329972318942,5.95,1654,281,0.0,-12,0.0,-12.0,0.0
